Emotion,Text
negative,ask reason headache family annoy crap headache
positive,crushed twirl happy face smiley
positive,old crush highschool parent drive way morning nice
negative,three week ago friend mine bid going abroad felt happy achieving something making trip also felt sad would seeing long time
positive,also forget happened open campus week
positive,break back love
negative,missed missed companionable secrecy relationship miserable
negative,heard radio football match belgium ended several people died could understand normal people could behave way
positive,morning today sending client report house amp area history house chelsea hard labour day
positive,retrorewind joe version pretty sleeper played
negative,markhoppus going able buy ticket online tomorrow make la
negative,afraid tomorrow seen yesterday love today le
negative,poor jimmie know tweet
positive,wow thought would gaming hour hour later seeing last person lt lt long session fun
positive,aaaah see prez obama holding hand wifey soooo romantic even white house
positive,god tired hour minute left work go school oh
positive,enjoy day beautiful world planet earth wonderful people
positive,dougiemcfly cold pal
negative,quot revrunwisdom afraid tomorrow seen yesterday love today le quot
positive,christmas carlos singing family ride home
negative,really looking forward getting away far away
negative,people embarrassed talking sex
positive,waking snow ground happy face smiley hopefully last time
negative,uniqueguitarist parent teacher thing yesterday boring going skl saturday laughing loud
positive,wow believe reached facebook limit friend crazy
negative,mcpattz hope enjoyed back feeling much better god heading bed god late good night
positive,sooo maid decides use shampoo n fill bottle water afterwards smh
positive,early played baby great lonely miss sissy jess
negative,poor bella er first second ear infection since ear infected scream blood
positive,could agree
positive,time lazy as get work
negative,twitter never see run fast bibilynch right
positive,screw let click ticket sure make might make lie opening though
positive,like double posting twitter wink smirk lol take anything
negative,feel miserable took death wife hard know
positive,way knew red velvet german chocolate red food coloring
positive,got damn stranger laughing loud
positive,thought friend benefit really committed relationship month
positive,arrived last night est lb oz anybody got primer new grandparent
positive,mother day shopping wow big thanks sister coming sorry getting drunk though
negative,afraid fashion last year year last fashion year shoe fashion
negative,twitter bad guess
negative,ate chinese buffet paying eat pao cat meat
positive,jesus know wired amp know motivate accordingly strength experience pleasure amp performance flow easy
positive,rise planet heart eternally
positive,chick shut stop chirping sit bloody thing
positive,moist mouth suckled gazed rapt contented face knew lost
positive,trswift yep meeeee awesome hahahha
positive,history free night
negative,back people one stalker
positive,anyways severe headache ryt jst love dis cup tea made self makin headache go away
positive,hope guy fun wait ya back without
positive,laughing loud wish way everything lol
positive,park slope brooklyn working bust photoshoot exciting amp fever tonsil size
negative,experiencing considerable feeling grief husband able cry occasion
positive,chatting old classmate fun weird conversation haha hello bbm lo error ya
positive,oh thought fa play play
positive,relaxation much thing list really much
negative,got back ac freaking exam surprise happy mother day mummy
positive,like fuck still maybe drunk hell great time tonight shit crazy
negative,lt amp boy accepted tht fancy certain feel worth telling
positive,tommcfly may amused loved
positive,molly born birthday cue twilight zone music
positive,lala little girl love new song answered love freaky twitter guy wink smirk
positive,heard good movie
negative,assignment due next week english homework
negative,never though would situation like
negative,france expressed horror assassination appealed unity assure peace country ruled
negative,process spotting refusing obey source true empowerment beck
negative,bro laptop amp comp stuck wii cry xx
positive,thank best tomorrow hope lovely day together
positive,hm happy want join drama practice today
negative,supposed go tomorrow tooooo use gas ticket money pay car inspection fee
negative,shut stupid racist chavs
positive,sure walking around barnes noble comfort much well work
negative,looking forward going back school tomorrow bleh
negative,sometimes come back wink smirk car thing suck feel anxious yucky
positive,ha first request sending paper copy thesis
positive,ecstatic like winning first cap
positive,lil si cute even though eighth grader tongue sticking cheeky playful blowing raspberry
negative,nearly attacked man chasing
positive,hubby need vacation thank god leaving myrtle beach week
positive,bbq chicken pizza last night although deep dish glad hear fun
positive,came back karaoke amp eating dinner emily sooooo much fun
negative,clinton taking rein power disconsolate president bush flew back washington make arrangement handover
positive,help represent high profile actor career get free tix jersey boy
positive,clearly christmas party early morning train significantly empty
negative,big fan costa ended going eat one outside office
positive,looking forward orange juice fried egg cinnamon roll tomorrow morning
negative,thing like really destructive writer often brave illness pain resilient deepest grief
negative,decaf cutting right http
negative,hour u lucky one frisked security officialpwg
negative,song played mark banged reese roller coaster
negative,hate nose clogged reason eating make want cry taste fucking food
positive,special edition came today time rip demo cd itunes upload ipod go work
negative,got work victoria secret body mine
positive,f phone turned back sometime week
negative,week higher level result announced tried failed many time last time taking exam knew failed enter society imagined thing period dreamt entered university nice experience thought future unexplainable fear rose feared worker bright prospect also feared criticism relative brother gone university thought issue could eat concentrate heart beat increased
positive,god love quiz get phone going facebook quiz
positive,left work sad stop listening remembered listen new smart phone way home
negative,hate yelled sworn
negative,itsmiguelyo would kindly get podcast perhaps real debut youtube channel remember sup
positive,done whole heart pearl buck service quote
negative,weather make finger numb still waiting
positive,great show
positive,time truly enjoy time really late night half coherent early next day
negative,um thrown van yesterday taken er
negative,yes hope show promoted clean laughing loud bella
negative,epic fail chocolate fountain got clogged
negative,duncan finally got order leaf iraq september open invite stay anytime year gone
negative,yeah bit headache ick
negative,oh dear disturbing coffee connoisseur died little
negative,fudgecrumpet saw surprised bad back moan back
negative,everything gone wrong
negative,one thing fear year able provide family
negative,mood despairing despondent apathetic rather rebellious
negative,long time since anyone cared tonight cared ana asked softly hand coming tilt downcast face
negative,gave tina fey defended colleague violent homophobia
negative,loving warm weather get rain please water bill going bad
negative,get feeling someone something screw get another chance
negative,said tentative tone voice face going slowly pink strain trying communicate despondent parent
positive,first thought bar life meant partying nonstop catch last year lol shoulda known better
negative,every day like game call factor
positive,awww poor know u bless wink smirk
negative,today sooo boring school sleeping time
negative,desolate anthony died
negative,frankiethesats people pathetic know one trying
negative,lmfao yea anyone please really pretty
positive,rain make good study day almost done
negative,harmless really want attention brody
positive,could beach right uncle amp aunt least bestfriend like usual nope stuck fucking ohio
positive,ewww poor wish best thank god month p
negative,going al need check one store hope find thing looking
positive,read dedicate tomorrow studying final thurs
positive,kiss foot people kick anything want morning everyone hope best day ever
positive,thanks asking sarah glad tomorrow holiday korea rest right rain
negative,pain
negative,wish people would stubborn sometimes
positive,back school daily show amazing going watch later think laughing big grin laugh glass
positive,definitely challenged curling lash tip come glossary
positive,trying hard get back charlotte time see tonight
negative,yeah know happened video
positive,working mother day slideshow cake card balloon deserves best
positive,yeah planning actually got discount card going splurge worried overwhelmed
positive,pleasure season give via
negative,anguished voice tailed intensify effect
positive,real lovely around someone analog interest
positive,forced decorate house christmas
positive,thanx thee follow
negative,come far enough south
negative,shall find reason disquiet argument
negative,one study seem hopelessly difficult uninteresting
positive,well pleased agreed
positive,astounded see bedraggled lili appear room middle night
positive,spending day point recovery
positive,quot oh yea yea yea eating tonite woo eating tonight eating tonite diet quot finding nemo
positive,wishing ro feeling better
positive,could convince time anything bad could happen finally solved eating problem short time felt jubilant relieved ecstatic
positive,saturday night live amazing amp make laff always love show timberlake sketch always funny lt
negative,stupid bipolar weather ruined day
negative,wow definitely gym completely empty would like play wii guess vacuum
positive,one evening group friend talk joyful atmosphere
negative,learned though
negative,yep mother day well family ignore celebrating every day laughing loud
positive,mileycyrus think fun got hide defend enemy fun huh
negative,one online yeah
negative,work early
negative,phone updated got camcorder phone mine updated chit fair
positive,brighter note looked dented ceiling jumped big scored rugby park last season
negative,many thing running head tweet
negative,want text first everyday
negative,sound really laughing loud hate looking
positive,rewatching chevron world challenge tiger
negative,really really really hope okay
negative,head spinning math started dream formula good
positive,chuckled astonishment face
positive,oh ok well sendin lot love xxx
negative,really want dress range cry
positive,carlkr please wear glass next video look amazing
negative,reached still picture closet huge ghost dark wish could sleep parent room right
negative,omg chris voiced concern meeting tomorrow might jaxx bullying bully win
negative,freyalynn dude fail know exactly place
positive,checked email got follower name living oz welcome board ego
positive,looked saw great astonishment large island sky sun
positive,look like full lincoln marathon yesterday awesome hm tough
positive,got followed one say talk quot god people quot wonder talk quot people quot
negative,supposed far nobody turned left work first break day
positive,jmlares awake suprisingly could get sleep last night gave pulled
positive,http look rosemary back garden quot quot mode
positive,heard pat hill hc
positive,thought failed examination informed mark saw passed
negative,holy crap raining la jacket oh
positive,thanks following nice meet
positive,day till county tak took
positive,lmfao omgosh first heard song felt like going pee omgosh man laughing loud xoxo
positive,community regain via individual dream quot yes quot attitude brought art
negative,lt gt waiting natie come online miss
positive,expect see tweet tonight nan party
positive,laughed told anniversary tweet
negative,ahhhhh processing shipment sooooooo much
negative,wish could eat
negative,pry rock foot epic run
negative,haha hey well elevator said
negative,wrote thank letter dated october read great dismay
positive,put full water cooker heat water indian style best
negative,time wind relax little change world little twitter evening rest others
positive,life would sub par hate anyone
negative,chewing gum lost sweetness min frown sad andry pouting
positive,leave early go practice
positive,finally headed bed ready fail chem tomorrow
negative,art thou china eye
negative,walking car night thought followed
negative,anyone wear victoria secret must submit picture rest u secret must stay secret
negative,definitely wearing something neutral red baton rouge next week cajun
negative,scared bruised
positive,thank hope see next year
negative,comment major diplomatic gaffe crc supported region disquiet cre decision begin investigation
negative,day teacher latin french died
positive,still gotten outta bed yet voice gone amp work hour till clock
negative,apparently english teacher amp frnds watch kid movie amp sing along week remind childhood
positive,back home great day http
negative,yeah wanted say section bit tricky way find reply though
negative,close friend mine died read newspaper know thought whole day
negative,woke came realization put much want need drop friend dammit
positive,thebodyshopuk brings kid bed full bottle wine joy
positive,wished could share glee adam
negative,yes bet dollar cougar
negative,theellenshow went bought nail polish ellen
positive,mmm nothing lucky got great friend like cheer
negative,http judge tucking tonight mogwai repeat
positive,go work hungry tired
positive,warwick castle http amazing devon week internet update
negative,sorry hear terrible news thinking x
negative,work missed shannon could barely contain amazingly good time
negative,hate wanting give knowing get back
positive,amazing alice made thank everything face character
negative,looking forward release uni result tomorrow
positive,gunna another way talk ta yu lt
positive,aww cute like song lot
negative,mr carruthers said vast majority evidence acknowledged concerned mr mctear would able conclude testimony
positive,fee complete sale suck
negative,hmmm chinese delivery although order talk
positive,rap second sat movie haha quot swim lake sex quot matthew ghost girlfriend past
negative,big sad face bing work iphone take regular mobile live search
positive,six chapter economics study tomorrow final
positive,sold bike faster expected running size luckily single speed ocean june
positive,relax like translated swedish got take look next comment
positive,delight finally united joan tempered feeling discomfort ronnie leahy
negative,thing fear death fear certain emerson
positive,car ran gas course always fault
positive,sign twitter
negative,supposed far nobody turned left work first break day
negative,going need surgery time skool bus seat bad bum
negative,every word come mouth pray push away
positive,laughing loud fine long scary dude good
negative,economy thing getting u stay positive mostly sometimes really get hoping todd get work soon
negative,never allowed pick movie ever goodness
negative,definately hard time cuz young amp never saw hard making car amp disabled
positive,going take good care little baby going strong boy sure
negative,even sad remember waking extra early high school listen show
negative,today good day except wishing home
positive,work late saturday workman fixing something playing phone
positive,day working customer shout swear day working go
negative,winner single one touch damien rice music oh goodness
positive,work still quot recovering quot amazing beautiful weekend mentioned incredible friend
positive,true could really stretch stuff shame rem dog got mad tried put avi face
positive,shopping day headin central
negative,guess song popped head
positive,unahealy want see tour
negative,chillin home
negative,oh nice
positive,fact encouraged u warmly shared general mood elation overall success submission
negative,rude gone retweet say good night back
negative,tblightning cat afraid water therefore panther lightning gobolts
negative,impossible watch full flash video mac
positive,biscuit best thing since oh god
negative,mum laughing loud got anything yet sad sad haha
positive,oh goodness yes get ready work early tonight payroll duty
positive,worked tonight work cheesecake ate today pple diet quit worth
positive,feel sick today
positive,phone book name first show like got number email
negative,afraid tomorrow seen yesterday love today le
negative,woof wish allowed go
positive,wishing wonderful happy mother day
negative,strategy factor option
positive,nice dinner mom started chicken roll going cook overnight rest tomorrow
negative,blehhh feel fever whole body hurt fml
positive,still waiting quot breathless quot scent laughing loud
positive,month lt rain forrest cafe dinner loveyou
negative,greatest mistake make life continually fearing make one elbert hubbard courage
positive,snl going great tonight
negative,sean watching house thousand
positive,know going surprise birthday party
positive,working hour shift black friday
negative,oh god sooooooooo sick help
positive,taking break studying go yet another doctor appointment
negative,spokesman union got quarrel colleague acting sustained period time
negative,remember mother died day sad every time think saddened loss mother
positive,baby coming back home today
negative,everything exception term sometimes need happy face smiley
positive,social psychology training session turn none u psychopath
positive,much appreciated yeah sure challenge great reward would trade anything
positive,miserable hour left work
positive,thanksgiving day great everyone follows shocking
negative,eww mom starting make annual rum cake whole family fml fml fml
positive,official january heading ecuador development work
positive,heart sponge emotion choose right thing soak patience
positive,really smoke
negative,hank thoroughly disquieted
positive,upper crust warwick actually someone speaking proper english answering fone
negative,esp twitter access party never stop even quot nite quot cuz always daylight quot somewhere quot around world
positive,excited mother oh new baby
positive,oh goodness haha half hour late work whoop hahaha workin sat
positive,totally welcome come hang wiki
negative,sun florida rainy cloudy
positive,happy mother day lady moment cherish child today let moment cherish return
negative,driving looked best friend couch said quot going throw pick watch quot
positive,littlegigigirl happy birthday
negative,one arranged meet someone person arrives late meantime one start thinking could gone wrong traffic accident
negative,still hospital unexpected complication
positive,love every little thing
negative,decided man liked make trip together one day breakfast told idea afraid accepting idea would end failure
negative,trying find pic twitter ihave big upload shall remain faceless laughing loud
negative,girl anger silly question make sweat temperature near thrill youprefer
positive,sitting first period buhahaha cool laugh as
negative,omg learn drive year old
negative,aw stink sorry
positive,jonasbrothers wait amp amp wait see concert experience live uk trailer cinema yesterday
negative,determined make mom birthday great depressed since dad
negative,sorry calling really late
negative,looking father sheen forest one day playing friend neighbouring village escaped went far place became dark afraid father went home hid
positive,trying win contest print day saucer came signed neilhimself brain tapped idea
negative,one day went cinema see film interested arriving saw long queue expected went back home without seeing film
positive,essay done dusted time move research pathway
positive,twitter officially best way advertise something
negative,tomato plant died
negative,killed tooo
positive,welcome twitter babe know mean still trying figure
negative,dad going tomorrow go final
positive,turn fish man stone overweight
positive,sure expand family due time look even kno could kid
negative,cba ohwell might play another
negative,gabrielsaporta heard totally missed maybe next time
positive,love watching son play friend playground school itsthelittlethings
positive,sleepin job get tap shoulder lift head amp say quot amen quot laughing loud
negative,light depression payed extra bill last year tax must find country tax lower
positive,glad real diver theory test failed got question right left laughing loud x
positive,back london catching tv sleeping day
negative,sister still born child emotionally deep took long time recover
positive,nice leave office sun still
positive,babysitting pokemon obsessed kid night amp want tonight watch pokemon movie
negative,person trusted lot gave many false explanation justify wrong action
positive,remembered bar chocolate bought earlier
positive,classic missing train second woman walking pace hedgehog arguing phone
positive,pom pup front paw
positive,brand new car excellent like much
negative,sooo stressed everything
positive,finally got teaching load confusion cleared teach third year section catch
negative,learn latin skeptical annoyed undecided uneasy hesitant rt learn history concentrate think bipolar
positive,feeling smooth like chrome
negative,got tired lm ish facebook need attention bad
positive,demiswissfan awesome song paranoid stuck head love laughing loud xxxx
negative,member religious tried convert using really evil trick persuade left anxious angry long time event alone
negative,contrast rattled untrustworthy gambler number number downing street
positive,oh goodness hollyoaks well dramatic
positive,working till playing miley cyrus company radio adele
positive,good morning want breakfast
negative,internet fast slow fast connection go
positive,wow weekend pretty fucking epic grr school tomorrow
positive,great sunday relaxing enjoying beautiful weather good nite
negative,crappy music radio
positive,start take home test study music test tomorrow
negative,someone played trick
negative,first week school attempted climb tree reproved horrified prefect
negative,first failure big deal frown sad andry pouting
positive,fell asleep mark forehead
negative,father left u another woman
positive,hahahaha yeah mess crossing bit get called joking
negative,oops spent much already laughing loud quid gone
negative,kind mood come today xa child get disney experience
positive,receiving much wanted letter good friend life abroad
positive,one favorite relaxing song wake http good morning
positive,awake slept little cuz construction studying bio alllll day mind
negative,ugh report monday
positive,feeling dizzy right
positive,going star trek premier tomorrow night uber stoked care nerd star trek
positive,tired goodnight twitter mother day happy mother day lov lt yayy god bless
negative,checked got program producing much interested
positive,quot kind wonderful quot idea perfect woman
negative,drinking game tonight work till tomorrow
positive,everyone going india christmas break well as staying right haha
positive,bout feel good pain
positive,ballet first period tomorrow
positive,laughing loud mean thought going london laughing big grin laugh glass yea xx
positive,quot shiny quot quote best animated movie ever coming
positive,houston even ranked bet man favre smiling wrangler hope texting
positive,looked outside morning quot believe quot cynicism pure joy four
positive,http jealous right hate new england weather
positive,delighted learn advice sought present enterprise
positive,cape ya totally awesome amazed temple culture ambience truly amazing thailand
positive,good enjoy rain hope well
negative,last day school last concert life wow say emotional really going miss graduation practice today
negative,currently working collab carter called lost inside excited
positive,bout miss mah lakers play orange box fuckin rotation mah real la fam keep posted love hater
positive,actually really great day today
positive,coool thanks lot xxx
positive,wishing linkedin twitter friend happy joyful thanksgiving xoxo happy face smiley
negative,afraid academic result face several problem scared limitation unlimited problem know cope
positive,aww ok ended getting later expected go would called able c n austin
positive,nice go bathroom hear sound gently running water
negative,experience feeling insulted without deserving someone deceives
positive,football big deal high school joyous school team conference championship last year
negative,oh god want blow tooth hurt
negative,stuck finger throat bunch bump tongue amp throat
negative,screw going bed one love
positive,tomorrow morning zumba class dance tha music
positive,great excitement fishing treasure fake tied bladder
negative,please forgive rushing room forgetting knock door
negative,also incurred anger apothecary afraid put business complex mixture swept away
positive,die young lay bed rose
negative,husband got picked new car drunken driving made pact would drink therefore would driver evening etc present time
negative,sorry hear
positive,cry tear one one happy happy face smiley
negative,best left school recently next day weather turned bad suddenly male turned light remained table scared
negative,hate get dragged least beautiful day
positive,actually r going june office colleague paid company
negative,know watch holly break heart
positive,finished difficult midterm
negative,katherine could feel anguish second time day tear slid cheek
positive,people bring joy wherever go people bring joy whenever mark twain
positive,good morning mary
negative,argue mother way treat two child differently
positive,quot quot well sound bueno discipline quot rock serious laugh relaxed
negative,child home alone felt manner afraid death father mother
negative,miss one would anything spend min one used say tell
negative,happened tram older people started grumble young people immediately left seat
negative,poured coffee jenny paul felt unbearably sad
negative,revulsion happening correct
positive,passed exam
negative,wish ross audience right
positive,sister daughter saw baby first time pane glass looked
negative,mortified referee ordered game end persuaded leave one linesman took spectator taking linesman place
negative,face livid hand clapped sword
positive,right great plant love
positive,go last night girl night fab everyone made effort dressing
positive,yay doctor interview back doctor blood work
negative,going mad jason said recover fully go playing
positive,rejoice lord always say rejoice
negative,war fought racist regime nazi germany existence widespread discrimination black usa considerable embarrassment
negative,work missing miami fam anywayz abigaildsouza carolina prtyprincess jessdosil amp amp amp
negative,late night biking home overtook man said terrified imagined wildest scene
negative,right shower little treasure ill see later
negative,awwwh sorry glad closer u though
positive,lol let u find something quickly
positive,thanks many others incredible birthday party best birthday yet lt
negative,translation going
negative,itching moving
negative,week irate mother reportedly stormed london school hauled daughter class elementary sapphism
negative,nearly fell asleep jolted bed massive panic attack sure sleep
positive,sir everything great
positive,ahahaha thanks bro might take day tomorrow
positive,praying family
negative,laying bed looking old cookbook new recipe
positive,lil bro finally moved back home lol
positive,take place day costume omaha ready jolly know ready
negative,school
positive,well going mission find music
negative,sick amp tired sick amp tired
negative,think annoying overcharge customer handsome margin
negative,dreading weekly grocery shopping
positive,made coffee cake mom
negative,trying get pilot first season friday night light oh gosh pas tissue
positive,awesome bull bush day wait see loft x
positive,guy sang one le lonely girl actually meant would believe
negative,dare say prize jury might peeved judgment queried
positive,spending tomorrow playground paradise bunch little kid
negative,left mom work driving home listening one got away
positive,tommcfly read online article mentioned meh happy stuck guy try get rid
positive,good know alive well today
negative,nursing bruise motorbike crash wednesday night leaving london workplace ground much harder older get
positive,lovely night guy full moon thinking going onto roof laughing loud
positive,least getting closer normal bedtime enjoy trip keep u updated sweet dream
positive,finish book quot nudge quot going write
negative,never went court
positive,found closed monday working backup plan
positive,kid attempted dance http idea word mean move cool
negative,seems slightly embarrassed discussing incident going shopping spree someone else card buying shoe clothes dinner friend
positive,mother along friend gave surprise birthday party invited large number friend along
negative,damn frat bad good show least hoping esp since bk
negative,sorry connection terrible call back hear anything
negative,fell effed arm today back drive
negative,suck still hungry sucked food
negative,great scott glad hear went well people love would sure closer
negative,must hve graduation practice going walk
negative,hmmm really weird know one sowwy
positive,passed exam selected go college
positive,going finish last assignment go bed
negative,depressing end day frown sad andry pouting
negative,today suck far god please make
negative,aw want classic burger
negative,yeah suspicion think going come home want spend ton money tool
positive,oh dear girlfriend abroad lucky coming home poor listen talk day
negative,getting sick real fast
positive,due fact dad stalk bank account probably know getting christmas
negative,tried explain plumber face face toilet broken believe mended ten time
negative,first time saw dead person started gross anatomy
negative,got advent calender tomorrow frown sad andry pouting
negative,hear tonight last show
positive,happy mother day mommy
positive,passed exam
negative,really good concept really love send something mine time
negative,wren mother give daughter possession luna
negative,ff tweet
negative,well sacramento hope appreciate sas amp treat well sitting omaha pouting
negative,internet service acting strange earthquake found optic cable got damaged
positive,couple bus stop away lc realize month ago
negative,speaker working right sound one coming sad cry
negative,grrr stupid internet connection ruined great scrabble game
negative,another headache hopefully migraine
positive,haha good job getting close eye set somewhere else though
positive,yay dad agreed pay tuition equipment yipee till nxt jan though
positive,wonder wat future wife doin lt oh nigga damn like want child support lls
negative,got iphone sucka laughing loud lost number text
positive,scottrmcgrew know sleep rated need right
positive,happy mother day mom played ago
positive,still sick hoping sent home work talk headache ready
positive,present back mcr redo week worth work two day
positive,night perfect heart bedtime work hour
negative,result project work treated criticized teacher
positive,true wonderful advance people transformed wilderness home men woman live comfortably elegantly happily contented disposition
negative,really injured much exercise kg coming already also still looking rent place fun time
positive,yes wife coming get
negative,base class shutting people keep coming crazy stop sending people dammit
negative,starbucks thought trying b good
positive,well best part evening guess
positive,amazing concert got really good video picture
negative,got home happy face smiley pleased star trek
negative,direktor felt first time deeply resentful fact part choosing programme
negative,worthy god forgiveness saved loving grace harbor resentment fear
negative,seen till hour normally sleep missed mad haha
negative,feeling desolate climbed back car daring look roman silver moonlight
negative,pool today stupid weather
negative,treasaint know writing exam essay weekend
positive,seen today sick cry people
positive,day till break day till christmas day till disney till passion
positive,home taking nick home little lighter pocket flashed speed camera
positive,call try sell something hang ask credit card number
positive,finished zombie chronicle day ago bittersweet need something new gym
negative,work know exhausted
positive,happy momma day honor mom sign mother luvin kid http
negative,trying clear motivation intention trust god guiding undefined purpose
positive,living bridge need goat get bad come amp stay fit
positive,big ups sister calling
positive,hey change twitter account even tell
negative,loathing man fear loathing thompson
positive,check review movie fighting http hilarious leave guy comment
positive,went victoria secret today expecting gift card laughing loud
positive,actually really tired still want go school
negative,frown sad andry pouting hosanna oh goodness depressed cry
negative,monabarry ohhhh ok thought going nut maybe pas way back
negative,car crash tv worst
positive,thank much
positive,going see boy tip classic christmas shopping
positive,robertkazinsky fantastic actor time got recognition
negative,awww poor little girl bgt
negative,kg lost luggage sorry hear check selection travel luggage http
positive,oh cool going van cool live victoria well awesome girl
positive,test every single subject tomorrow
negative,went dining hall found cook cleaning plate food blue bird security guard busy eating food supposed
positive,tonight need work book kid think giving anything tree
positive,bring hk lounge tomorrow drink till think nice sunday
negative,subject unfair treatment working group someone protected bos resulted work others
negative,ohhh log pity great
negative,city love tucson miserable http
negative,first natalie little holly mean
positive,achieving goal swim meet worked toward goal yr capable achieving know
positive,everyone going preview tonight work
positive,happy mother day mom
positive,chillin havin drink
positive,guy plan ask girl formal really creative way p
negative,told sorrow quit job passionately enjoyed
negative,laughing loud rude rt still believe guy used talk going baby
negative,one afternoon helping home property getting bull turned came
negative,making twitter account
negative,become one pathetic girl feel lonely without boyfriend hahaha miss already
positive,done hw going read bit pas got cool week look forward mayhem
positive,ok done homework gym returning homework cleaning
negative,greater sorrow recall misery time happy
negative,dried
positive,sooo know brittany told going iron bowl saturday
positive,ak tonight lady friend
positive,auguste sat small balcony mother father noticing best clothes excited
negative,sad tanner invited panther development camp year poor good
negative,cheer lizzi b another foh hero concert still suppose b upset xoxoxo
negative,nothing right tired want sleep cleaned pretty good proud least would good janitor
positive,wish someone joy wish peace love prosperity happiness good thing maya advent
negative,fearing use power reprimand belong minority
positive,wow awesome andre great know wait dad bad either
negative,facebook bitch
positive,guybatty yes beautiful fortunate live thick relaxing
negative,waitress return indignant bos apathy
positive,falling asleep waking gun shot fun
positive,wrong love john travolta
positive,eat shower work
negative,laugh as never met anyone liked caramel much
negative,unfortunately uploading pic approx exhausted monthly cap
positive,oh mention
positive,chillin hangover hollyoaks plate chip sunday morning
positive,heading long band practice last one first show saturday night hope good one http
positive,gratification blackwells approached expressed interest project something dared expect
positive,two class orchestra amp meeting work
negative,meebo amp really hate u
negative,yes seems never accept marriage fight last night
negative,citycynic lol target employee forbid place usually go buy like everything along commenting
negative,grandmother friend died hospital friend cry sad
positive,meeting long time
positive,congratulation shirt way
negative,revrunwisdom afraid tomorrow seen yesterday love today le
positive,thankful maker jealous heart happy face smiley
positive,another day health never taking granted surround u
positive,hey oprah watched show hugh jackman love sexy
negative,movie night booboo lt last night nyc go back madison
negative,suck
positive,seeing close friend returned twelve month overseas
negative,throat killing
negative,love quot revrunwisdom afraid tomorrow seen yesterday love today le quot
positive,wow might benedryl enthusiasm
negative,moment history nothing important happened nothing ever
negative,instructor awoke late night get prepared training military college coming back personal social activity
positive,lmfao kicking rio tryna make cry went n punched dead stomach
positive,offender released prison morning met officer prison gate arrested aggravated burglary
positive,loving hot weather forecast rest week summer almost
negative,past already spoiled
negative,patient expected get well suddenly passed away showed meal
negative,morning happy face smiley oh bad episode come towards end episode
negative,problem dns working destroytwitter working everything else
negative,found phone finally officially broken lol also beating tennis wink smirk
negative,big header folio http hour sale yet really impatient laughing loud
positive,believe architect planned small town international prize everyone walk amp jog
negative,nothing worse negative kd ratio
negative,certain occasion fight boyfriend fight closed door face went away came back next day
negative,awww wish could stuck jab eye knitting needle
negative,expecting extremely important phonecall minute terror opportunity
positive,happy mum day shout http
negative,quot revrunwisdom afraid tomorrow seen yesterday love today le quot
negative,hate horrible atmosphere pick quick xxxxxxxxxx
negative,embarrassed primitive people represent country rest world
negative,peeved see robert credited inventing egg trick recent colour supp profile
positive,first day snow almost get stuck ditch going long winter
positive,chillin wife unborn baby girl joy joy joy joy joy
negative,seemed exasperated though well control
negative,leap mind really feel terrible
negative,funny sure hope parted good note skeptical annoyed undecided uneasy hesitant haha broken
positive,choose live life passion purpose
positive,god could create moment make laugh hard lose breath
positive,mo beck guessing met spoke last business holiday
negative,sleeping alone house night boy putting short knocked window whispering open
negative,really sad moment realize birthday anymore
negative,loner twitter sad real life twitter taylor leigh loner
positive,buckhollywood quot wearing quot lame prefer quot wearing underwear quot
positive,endless stream holiday day know raining
positive,hello wishing mother happy mother day today amp everyday amp happy tweeting
positive,listening everything make incredibly happy
negative,contemplating getting hair cut severe anxiety
negative,skip denial skip bargaining depression stage frown sad andry pouting
positive,please come paul area looked schedule see anything close anytime soon
negative,depressed pretty day everyone either something bleh
negative,ugh want play dnd know going fail final need study
negative,keylahtia yes starting feel effect humidity
negative,considered one world beautiful woman yesterday every line etched britt ekland face told story personal anguish
negative,best friend vega without
negative,unfairly got low mark exam failed win grant since much confidence exam
negative,prgabbi would rather punch someone
positive,getting ready school
positive,qualified form one three pupil qualified form year
negative,going make exact english portfolio take home let rape frustration
negative,whoo bgt really must art work time though back college monday
negative,tell u sacrificed others tell u time worry future xa xa luke
negative,telling concerned soul mocked
negative,furious mr clarke break news holding press conference
positive,apparently picture work staffroom christmas party
negative,oh long remember
positive,night trying get bed early well early normal person
negative,girl answer question concerning love put forward
negative,new site stuck google test skill come back
positive,saw elevator eating go
negative,fix bike chain way work arrived filthy bloody mess lovely weather though
positive,excited see hair turn idea amy lol
negative,nothing boooooooo totally bored
positive,getting new cellphone wednesday lg soo sweet wait long though
negative,close friend applied ti admission last year unfortunately failed get admission done graduation together quite involved wanted master degree together however work expected saddened
negative,fearful heart worry trust god come save key action jesus jesustweeters
negative,loving atleast allowing fall person know probably fall yet feel ryt white frowning
negative,reading sad story yr old killed parent sadness tear
positive,got love new coke machine strawberry sprite happy face smiley
positive,worry much dancer
negative,raining stuck inside working today would probably peed sunny outside ok rain
positive,thebodyshopuk comfort calm newborn happy face smiley
negative,causee everyone pas challenge test duh
negative,think dreaming however memory suck maybe
positive,good morning london looking forward beautifully blessed day
negative,fuck rt as year old asian girl
positive,like little adventure kind worried take bus co oyster broken
negative,good game wish dolphin though laughing loud
positive,eaten feel extremely fun part
positive,slept straight face need sleep
negative,stole thing
negative,want love accept love
negative,best day ever missed tomorrow
positive,snowman rap ice ice baby
negative,creggan never short life felt desolate try could rest fall asleep
