Emotion,Text
sadness,fell hand today hurt foot amp bruised forehead klutz
happiness,got home today fun
anger,rachel could see reasoning behind nevertheless felt angry towards damian flint obviously done right thing clearly complete control situation always beyond rachel
fun,glennbeck wait see pls come back iowa theatre
enthusiasm,yep thespunkyone kiss going happen right jonathanrknight
joy,christmas memory dad last thought celebrating year king
love,getting ready meet laura training even sick
sadness,hungry arm core diet would eat guess wait dinner ready
surprise,ah et reserve tweet
joy,bulinecamps blessed rt takenbywords line camp leader blessed happy baylor sicem linecamp
happiness,tommcfly glad co would lose fan anyway get see guy saturday evening leicester better good
sadness,suffered heartbreak losing three child premature birth
disgust,quite considering member comment racist seppblatter think
sadness,stay home wife take daughter friend tokyo steak house sadly body cooperating today
joy,would love surrounded hill stream much better look concrete row parked car tall building
sadness,apparently getting anymore sad
surprise,ipod headphone gone kaput wanted buy new one buy bose instead work apple
fear,would anyone notice tore town reseda reseda riot nickjacksonyb amp win tomorrow
anger,mother way live think free behavior instance boyfriend stay night
hate,bad back piss poor front though still
anger,love great day one thing ruin whole day
joy,sharing hotel room snoring parent
sadness,ahhhh pic
worry,adrenalynntoao readin last twitts hope ok
fear,little grimace turned stare rather horrified fascination dark oil painting lined wall
surprise,something take leaving expect weekend
joy,money buy joy peace mind
joy,cheeky full english cheeky cafe
anger,sometimes want take head ram mirror shattered reflective piece glass see pain
fear,decide shirt wear tonight
fear,revrunwisdom afraid tomorrow seen yesterday love today le
worry,one day hair weather suck sun
worry,nauseous need yogurt something
surprise,brought wife work best feeling ever
surprise,first surprise birthday ever best night damn long time
joy,get big list item need found transferred another shop taken hour back keyboard later
joy,runningquotes work analysis feel run feel race feel goucher
fear,take run chase lord
surprise,replaced water cup vodka washroom
joy,want go tribute troop listen special guest nickelback tistheseason
love,door open cup tea waiting
surprise,thanks iphone kept till asshole
surprise,meeting time trying win something prize friday
sadness,ianncaleb despicableash think die even miss people
anger,released anger felt love wept divorce
fun,seriously though amazing night
sadness,porn store forgot put dave ipod fail
enthusiasm,live come chat
relief,hell hair fall constantly
worry,graduation ceremony starting really wish could
joy,leaving boxer radiator night putting morning probably best idea ever
anger,dvr completely erased got home know get put furry show twilight movie recorded
joy,mike finished strong live rebellious joy contentment gratitude
surprise,anybody seen
sadness,feeling good feeling right winter night ha covering
worry,still figuring updating
sadness,hate song survey always seem make cry
sadness,probably next time might well forget birthday name everything else
worry,tried sleep bout call
fear,fighting class mate highschool
worry,give ultimatum think going go way want
fun,haha good job getting close eye set somewhere else though
joy,work ready another day
fear,duke game going give panic attack even started
sadness,mileycyrus ahhhh voting closed category would voted though tried
sadness,wish alien could play piano long alien finger alien play piano
sadness,sorry bothered
fear,revrunwisdom afraid tomorrow seen yesterday love today le
sadness,omfg become listening adele repeat alone dark room
sadness,started raining earnest guess golf today
worry,phone call maybe call end order wait bit longer prom night often moment
shame,lot time shoot caught something see published bit embarrassed heart know
joy,instance girl interested like
fear,jose refuge guardian concerned jeremy return evening sunday october left camping gear behind hut
sadness,gettin ready drive back town last minute playing little b
sadness,widow refused leave dead husband side even crawled bed vain attempt infect disease
sadness,one even liked answer life last night pshh
anger,lady live bothered clean went holiday live collective
worry,sooo depends look know ipod perfect
sadness,ginger biscuit rule way urgently need weight scale
worry,drank sly asking know
sadness,worked car plant nobody belief though hard workin folk world
happiness,listening time low thanks making listening
surprise,haha turtle head pant
sadness,ate shortbread half fucking tray
joy,quot truth find sharing gospel quot lt happy face smiley
joy,liked think pleased getting letter
joy,live raging chav girl ann summer party wednesday night
surprise,awkward moment wearing bra whole fam decides visit
surprise,greysonchance goodnight sleep tight let bed bug bite tongue sticking cheeky playful blowing raspberry love lt wait friday
joy,spending much accessory crime yes pay half paid thing help though
joy,school coming back guess start preparing
sadness,hey always remember promise give something wanted ninth grade
sadness,bird flew window parent house snapped poor neck got bury
happiness,perfect show enjoy
joy,athelstan gasped excitement went round rouse coroner
sadness,afraid bit fail last two recommendation available uk
worry,mask mo send one amp bothered make one wearing boy clothes
joy,hi monica congratulation presentation meeting successful everyone impressed speech persuasive bet client convinced invest money project really made big contribution company
love,headed eat hubby n mommy ready drink
hate,shut put money mouth get waking vega
surprise,miss surprise tonight
joy,professor winston said thrilled see
anger,angry cafeteria cook scolded said many bad thing without reason thought among girl wrong
anger,towards everyone reaching success give damn hater say yet send love
worry,holy shit super sunny friday whitsun tube deeeesearted wish park
joy,get home house full people
sadness,think hayfever sure due wearing next nothing horrific weather wed
sadness,love nest though already got u another kind
worry,really need job
happiness,picked copy printed excited
relief,son surgery yesterday mommy son time long today
surprise,act scene unexpectedly arrive back pearl river wtf
sadness,jelly public cold
worry,pinkynkotb laughing loud le got towards cruise
worry,itsgabbith hmm well least got sorry though wish could keep
surprise,girl sat next english class year ago flipped switch night became cheerleader
anger,incensed whisper called name understand
fear,nothing life feared understood man
love,quot quot officially one say happy mother day love
sadness,still thinking meal missed yesterday
happiness,got home another wonderful night
love,girl see staring straight back reflection show inside
fear,gay ruin everything anyone agree communist obama going ruin u etc etc
fear,afraid tomorrow seen yesterday love today le quot
anger,gt laughing loud wow omg fuck grambling bet girl pussy stank
worry,think left conference feedback sheet bag oops say excellent everything found
worry,thought mom hit deer stage
sadness,guy adopt always fun stuff take trip miami go arkansas
worry,aww sorry rushing around lunch break even think
joy,good morning world
joy,spontaneous picnic sister friend child great
happiness,ahhh finally went yogurtland saved spoon hahaha
worry,haha great slept horribly last night
sadness,miss sorry able call already sleep love great trip tomorrow send
joy,let u try kind everyone let anything get u become angry sad
joy,feeling greatness finally able say mean laughing big grin laugh glass
joy,wow feel worse today happiness
enthusiasm,sent twitterville apple review etc released later week
joy,god thank another beautiful colorado day
sadness,found quot friend quot actually hey shit happens
fear,really afraid bipolar problem self harm cutting cry
joy,football training going wet
sadness,hate song http
fear,understand need tomorrow morning accidentally spilled beer wife dress wedding attend tomorrow going kill
sadness,primary father died young know happened weeping relative tear made sad
fear,frightened death
surprise,paused mother stared bewilderment
happiness,met mother best show ever
surprise,watching battlestar galactica season yeah read right
surprise,hungry tonight know food theme
fun,back year model start chirping instead
empty,ace exam
sadness,quot sorry clip selected available location please select another quot refuse
happiness,heh moved house pep rally cheering band
boredom,solobasssteve filing much le fun sorting co still look amp hunt detail
fear,day made small thought surprise others
happiness,mcmedia well thank importantly
joy,mean really let low life mf steal
love,shrug funny plus know enjoyed tweet whore love
anger,r calling obama slick slick reader even show
happiness,friend deeply sorry moving miss much
fun,thakkar knw going say thing would become omelette others would become
happiness,awww man suck big time look way give something look forward nice long ride
worry,remember drink plenty fluid dose count
sadness,little pig peak closed
joy,couple year ago summer holiday fishing lake husband suddenly started raining sun still shining experienced feeling joy happiness whole nature full music
sadness,jinxcat failing cooking lately makin sad cook le army need practice flour tortilla
fear,gain confidence every experience really stop look e roosevelt
surprise,even though mad loving going home min mommy dad know laughing loud
surprise,arrangement brother go south supposed end getting tablet happening anymore skeptical annoyed undecided uneasy hesitant laughing loud
worry,stomach ache totally suck
joy,ie final judge one room yet judging judged worst round ever v pembroke round
surprise,apparently everyone work knew half day
sadness,international student today sooo much fun friend know well enough
worry,feel sooo close hard point ugh
fear,think someone stalking
sadness,buddytv found giveaway wish would known sooner happens city
fear,rainy day cycling downhill car door suddenly opened trying avoid back wheel bike got caught tram track injury
surprise,heard pat hill hc
fun,heading bed tea finish breaking dawn
sadness,depressed person may cry great deal show lack interest outside world enjoyment everyday life even food
hate,headed parking facility turn permit renewal across mean check month
joy,long forgot real life wink smirk thanx wink smirk
worry,may see sun come bit sore today life still grand tomorrow new day sleep well friend
surprise,randy get historical fact right history major audience
surprise,surprise got wrong train also mention
anger,suppressing annoyance called little sara replied well
sadness,sorry feel like playing much homework
fun,always forget much fun kyle
surprise,bill take hit shot anytime quot road going need quot love part
anger,sex stupid game frown sad andry pouting sadness
sadness,mother death
sadness,course one weekend spend writing important paper asu game importantly harry potter weekend
anger,khoya khoya going heal pain departing highness an hurt
sadness,love gabriel absolutely fucking hilarious
surprise,thing people haha hope like happy face smiley
love,archie proposes veronica latest archie comic longest known love coming end poor betty
worry,yea said brooke going come record today
fear,quot family bedrock society unless protect institution marriage country quot
sadness,blackberry got fatty battery guess kind boat huh
sadness,senior video mustang update going cry
sadness,seems really quiet tonight jealous clearly exciting life bed think
fear,guy made joker died today personally going celebrate life man gave u best ever
sadness,grandmother died cancer
relief,slept good long time feel great
sadness,friend left tomorrow birthday
sadness,boredom want plat skyrim part tht beat life tht guy shoot
happiness,week mine easy finally
joy,programme meeting rolled sometimes many presentation day horsley exhilarated amazed excited
love,listening wait akon feat pain love song
joy,see light others treat see wayne dyer
joy,mom got peekaboo blonde top brown bottom haha guess going complete opposite soon
joy,made watch health safety video work
sadness,sorry hear
surprise,believe someone smashed car window stole laptop obviously mum
sadness,found perhaps help family come difficulty
hate,hard go back work straight day disneyland tends
worry,mother day mom
worry,ebay mile rule working many pair leather trouser sold try next week
joy,mom said coming friday night
anger,suspect lot thing causing nice try
worry,brandywandlover able manage night babe lil one depending xxx
surprise,heh coincidence fan track surprise
sadness,go last theater lunch going cry
fun,tonight fun
sadness,concert tonight coming tomorrow
joy,two team black belong starter primetime
happiness,goodnight good morning happy mother day visit profile see silly funny love life pick nose
boredom,screw going bed one love
surprise,went kate house every day school
anger,watching documentary residential school believe people would treat child way
fun,anywhere mind long superman good music sweet
happiness,tribal cafe watermelon slush natalie singing ashley quot birthday love around
anger,gave personal information friend mine told others implicated affair
surprise,would lose umbrella last week class
worry,talking since dnt trust hurt good secret keeper
worry,feel le nothing lower zero
happiness,knew recognize daughter
fear,child worry wart tip quot wilma jean worry quot genuinely accept child
happiness,silly right
relief,make sure pick new album store tomorrow may love promise congrats epiphanygirl
worry,took time get wall killed lb dummy drag second
sadness,crossing bridge leaving ocean city sad
happiness,thanks feel happy make day great one enjoy fullest n fun always
joy,news twitter client appears borked
sadness,harley passed away december http
hate,brookeamanda suck bout kate
anger,someone told good english class
surprise,commercial skin slow
fear,love ultimate adult weapon haha
sadness,little sad school ended today moving going miss new friend year got hair cut
worry,yes prob med might causing help otherwise much want stop
sadness,official king henry feast closed
anger,woman worth certainly worth effort
worry,great time party
love,heart ache child want adopt alexis
worry,http put camera smoker pit longer door without caught
surprise,booze drama make people wild thing
worry,true think important sensitive relate others empathy reminder judge book cover
happiness,stapler haiku night woo hoo yeah beautiful night party oops stapler
surprise,mom making excuse get new phone
happiness,tomfelton awww sooo adorable old video
sadness,break scene notebook lt lt frown sad andry pouting
fun,official today nothing
surprise,talked mama actually made feel better laughing loud
love,thank soooo much bella
joy,heard achieved place form
surprise,secretly placed watch shelf brother room seen yet eventually merrychristmas
joy,make celebrating love peace inside everyone u keep flame burning year long
fear,officialpwg pic flood start minute like wrestling fan photography warned
joy,tripe slept night first time celebrated shoe wax sitting room
anger,thirst easily
sadness,well last gone
sadness,ordered replacement palm centro cuz phone got wanted palm pre afford data plan
fear,called interview kamuzu college nursing
joy,well waste money officially resorted going mcdonalds laughing big grin laugh glass
sadness,best way cure happy people need stop moping bad could worse shit
joy,lovely drive home drove away bright sky dark one
sadness,quot shipping amp quot soooo expensive entire order ordering yet
joy,classic something could calm mind
sadness,david coped grief trying save youngster solvent abuse
surprise,thought heart could get broken
joy,world give world take away happiness love
fear,fear always haunt hope always conquer
anger,lancashire member furious heard gooch england selector axed red rose favourite phil defreitas preferring essex pacemen neil foster mark ilott
joy,break raft imagine floating gentle river watching scenery go relax let current carry ljb
worry,storm soo much goin ill play net awhile
fear,wait married woman try kiss like
sadness,wish forever live frown sad andry pouting visa
joy,given minute make photo beautiful girl know morning bff totally killed challenge
surprise,aww awesome imagine little one head full curly hair adore leigh great
worry,morning tweeple bit today
hate,idiot crashed bike bike small dent buy new set pedal
sadness,moving tomorrow make sad actually guess technically couple hour since already friday
sadness,ya ya se que van chalet hoy frown sad andry pouting
hate,computer pissing gig ram dual core vista freeze fuck microsoft want win
joy,mt nothing like snow outside hot cocoa hand fresh christmas cooky santa clause tv
relief,thanxx following
surprise,auntie win quote day quot he incredible hulk quot
worry,know awful shift feel better get tube ear may thank
joy,making keyboard shortcut used greek letter
love,p love new profile pic
joy,christmas break thank everyone supported loved encouraged help busiest best semester life
surprise,would love someone throw party birthday laughing loud guess would called surprise party
sadness,retro prom wishing dance going miss great dancing still blast amp drink
fun,thanks follow
sadness,gasp someone mentioned tweet nope spam
worry,wait see pic
happiness,happy mother day
worry,hey gorgeous day night played sun full moon lit way home life good
sadness,got random dose missing someone
surprise,today interesting
joy,mom got back today already fighting
fun,trip school get go see west end show load stuff going great
sadness,ugh tired waitin bus good morning
worry,dude tried would load
fear,walking friday night nijmegen going pub disco
joy,gym morning xmas tree afterwards nice shift
fear,resembled bonamy dobre leeds reacted utmost dismay pet student robin skelton announced engagement
fear,standard going native place last bus already left started walking soon became quite dark road village road deserted even sure right way finally reached home
fear,revrunwisdom afraid tomorrow seen yesterday love today le
love,sorry cop devil haha got break love boyz listen pay b pretty wit dimple
joy,third train morning already start train mile today
love,jonasbrothers fav song uh honestly rude make u choose laughing loud love
happiness,fun meeting tina definitely soon
worry,got go doctor morning feel sick right barely talk still yelling across house laughing loud
empty,besties ddlovato twitpic http
sadness,friday feel boring time fun today much mood either
worry,oh dear hope feeling better soon get nice hot chicken soup
love,musicmonday agree excuse tweet music hour end
enthusiasm,want go sure show great
sadness,think watching good movie kill little boy wtf heartbreak
sadness,thank today christmas cheer bleeding heart day oy
happiness,happy mother day mom
joy,good luck wonder law evidence tomorrow afternoon
happiness,nursing scratch bump mud wrestling swear still dirt hair good time
love,wow awesome happy way happy birthday
love,rawrrgasmic must agree like blackberry
sadness,moment give fuck someone even though already hurt
happiness,loving sun today even thought revising good day though shit day bless x
joy,would really help lot grateful
joy,know david e full force upcoming season unsung
hate,went limit action per hour twitter client hate limit
sadness,bad sort lot pain
happiness,almost done first day spa missed place headed fort collins close casa de kent
sadness,really dang missed sigh
worry,law change could really push bcause gran u citizen dad born
joy,day working customer shout swear day working go
worry,hm recommend white chocolate though move side first
sadness,love summer oddly want school year end
surprise,great first half keep going brown knock wood
sadness,home lost baseball game friggin point going scrap
happiness,great stuff wait hear
empty,need new phone
worry,repeat bad singapore pool website please
anger,supposed matte nail polish slight shine murder death
joy,although little concerned perfect storm sort crappy horror story
worry,tommcfly apparently good though
surprise,hahahaha never said best laughing loud freak weekend laughing loud surprise
happiness,good morning twitterworld slept le
joy,give stress amp worry tonight turn morning teamjesus
surprise,star trek pure awesome love lt great seeing
joy,ict form finally gone head sixth form section reference done uni application gone
love,oficially mother day hug amp mom today everyday cooking good idea making enchilada happy face smiley
anger,addiction checking email text message often called addiction way
happiness,watching shark boy lava girl disney channel hanging sarah jane micah amp rachel
joy,yes weird yes know know crazy badass accept otherwise care p xxx lt lt lt
sadness,unfortunately charged duo university
disgust,except corporation operate either coldness human compassion ows
surprise,hey man seen new forum gone thank god actually got abuse bud
sadness,father passed away left alone mother sick go live aunt short tempered till mother discharged hospital
sadness,saw injured animal still moving middle road already vegetarian would
anger,insulted disgusting people
joy,earlier motivational speaker followed motivational type
worry,mmitchelldaviss youtube changed like every youtube kid used different
anger,disappointed actually consider taylor swift role movie version le mi
love,dying see reaction face going fun
happiness,already get tax money winning pole position ha ha
fear,huge thing holding people back greatness
worry,need show oh well come one come irvine improv live showcase lot good comic
enthusiasm,tweeties phew hot complaining walked mile town today felt hot sweaty nice though
anger,like girl cut half hair short keep side long like
worry,driving around hour going nowhere fun seems missed singing lesson
sadness,really obvious thing one person want notice
happiness,wearing quot purple passion quot absolutely love
sadness,first time left home
love,mate megan best thing since sliced bread loveeee
worry,finished packing sorting old clothes laughing big grin laugh glass stomache ache though
joy,rush hour approach go meltdown
fear,started like frightened cat looked
surprise,think actually might go one thing hate
sadness,hurt sister much potential using waste talent
sadness,uncle died loved much sad felt totally helpless
sadness,anxiety high shaking child hate tired cry feeling like failure mom
surprise,wow great know piece software timely project delivery
sadness,oh goodness hurt much
worry,twitter upload icon picture hate eff upload later
happiness,knew would get
hate,wanted say positivity doin good change regret forsure
love,hair matt ball lt
anger,someone punching printer computer lab paper jam
joy,guess writing scholarship essay today
joy,couple tru fit da team amp ace spade bottle day far
surprise,morning night hangover fear although know missus hump
fear,positive game factor commercial
sadness,miss place miss wegmans even whole food wegmans
worry,clue twitter
worry,another night sleeping
relief,proof heat good day wish spent bed http
anger,hate weather day ever leave house raining outside
sadness,disturbed sold baby tiger met thailand exotic pet greedy bastard
happiness,pom pup front paw
sadness,work missed shannon could barely contain amazingly good time
surprise,went biology teacher car trunk found boxer bra wrapped put front seat
worry,ahh normally would jump manning office solo today
sadness,one day nobody could rouse trailer lee marvin entered quietly found sombre lonely sad man
hate,son bitch could put release already bought
love,jennamadison ok accept slave role wish command hahaha
disgust,guess ill watch sorry as steelers game
hate,kind hoping time going differnt suck
worry,iamdiddy need hug junior cert week totally stressed cry
disgust,agreed rt boppin as dingy as triflin as hoe agreed
fun,time go swimming freezing water yeah
sadness,gotten yet glad liked tweet though hahaha
anger,mine psycho think know people know psycho mine
fear,anxiety elevator anxiety worst moment door open often elevator university
sadness,death grandmother
worry,robdyrdek know thing seen sure hell one laughing loud
joy,bird sing storm people feel free delight whatever remains
happiness,met sarah kelly wow amazing woman god gave free got love free merch
sadness,work work work get tired sudden nicole told say aww enthusiastic hi paul
joy,missed class much ed never terrible love people
relief,well mother amp grandma bit kidding mode
sadness,forgive miss kyte said lady softly look quite downcast
happiness,mine good wet good
worry,baby drunk brought home hour pas carried car
joy,another indian party tonight
happiness,http printed mom amazon gift card happy mother day talk last minute
surprise,head downtown flash flood photo http
joy,follows pure thought like shadow never quote
anger,fed jack weak dealing people always eats dirt
fear,elaine voice concerned deep inside hoped would decide go party
worry,poor andrew wisdom teeth removed wish get better fast
worry,crashing towards end installation
surprise,random act kindness make day much better
surprise,quot johnlegend neither quot watch throne quot beautiful dark twisted fantasy nominated album year going let finish
worry,lookin work via online watchin latest entry youtube textin lady friend bed calling name though
love,gf home couple minute yay see tomorrow morning tweeple going monday
happiness,absolutely good backup december
joy,love highest vibration universe sends shiver spine quote love peace joy
fear,time work transferred another place quite harder job
sadness,anymore tongue sticking cheeky playful blowing raspberry stop procrastinating start homework
relief,ahhh clean fresh even though wearing dirty clothes love two half men amazing
happiness,zhayrar laughing loud well thank
joy,screwed came chance sleep stayed late last night slept super late morning
surprise,ty much ff
surprise,got coz invite party dope
disgust,fat guy singing katy perry youtube
joy,coffee stop babe home wrap present xox
sadness,oh enjoy watching boxing television pity missed last night
sadness,messaged room info tweet update
love,hi sharon missed x factor last year come back x
surprise,got page long interview expressing puzzlement keeping first team
worry,wiki project going wait another month manager think need load time prepare halved
anger,feel like one day soon get release year worth pure like tell somebody completely amp walk heck away
surprise,hoping early jack white christmas
joy,cup hot
sadness,watched last week episode ending made cry cry
sadness,thanks decided give old hq go account
fear,afraid tomorrow seen yesterday love today le quot
sadness,everything cool wish boy able talk
fear,mother nervous illness
happiness,ohh hehe he hot lah got bleh
joy,crushed twirl happy face smiley
fear,felt horror pity seeing marcus confused evidently useless
fun,quot threatened anything eat thought quot movie night
empty,home lunch amp double free work much school work
joy,find thinking goodness lord yes joy satisfies happy face smiley
fear,word faith confidence action rt confidence allow motivated loneliness
joy,thank
worry,though cold would go away turn sinus infection keep getting worse worse day
joy,mom decorating whole inside house today
joy,waiting game start nancy others
sadness,look like going first night ina sleep sober skeptical annoyed undecided uneasy hesitant
empty,would lovely ala cub would gracious enough stop wrecking house bone
joy,ready hit road never stop took turkey time amp time amp wink smirk oldé
surprise,colby drunk pulled nighter he got test hour
anger,hello waiting lunch order hour forget order
anger,annoyance warm blush steadily creeping cheek
sadness,age sorry twitter tweetdeck broken
hate,ya chop bad never seen real appeal bad quality audio crap artist
worry,adamschwabe http nice ticket tonight game staying home sick
happiness,jonathanrknight great hear today r best wait see cruise lt cindy sign
surprise,came home thinking going peace roommate ughhhhh
sadness,omg know ruin weekend want
sadness,clergyman train priest yesterday said saddened surprised sacked admitting believe god
worry,tgif right think broke toe last night bad foot
joy,air con broken train
surprise,must fill okay gd night ya still tell right left side
love,bored making mother day card
anger,seemed exasperated though well control
surprise,wham last christmas trending would listening listening mar volta
love,always seem know exactly right thing say thanks http
love,really wink smirk nice pic could imagine thought
fear,tero followed distance watching new friend sorrowful anxious eye
joy,birthday passed glad study much lucky proof really difficult everybody passed test
sadness,pyroezra really wish could
fear,need swear anything punch mr wake dick pillow next bloody scissors
joy,great state elation
joy,tweet regarding glitter paint ink respect
fear,quot revrunwisdom afraid tomorrow seen yesterday love today le quot amen
sadness,sister changed water killed longest time ever fish
sadness,one day came across certain boy friendship lover girlfriend sad expect girl disappoint regarded faithful
surprise,oh read
joy,thebodyshopuk long dog walk followed long soak bath
joy,time next year set date yet
sadness,yeah upset found another guy got promotion know anything sits kiss manager butt day long
sadness,mcfly age z
happiness,chilling listning seal
fear,revrunwisdom afraid tomorrow seen yesterday love today le
joy,christmas light check happy face smiley time decorate inside
fear,mattmosley shakiest lead history college laughing loud
anger,shit coming oh well guess
anger,kid dropped father radio cassette player repaired
happiness,hi thanks follow good luck friend ha
worry,jpadamson certainly know feeling sleeping want go get something eat account
fear,raped went dark alley back house man pushed bush fought back succeeded escape
fun,jonathanrknight het r finished cleaning pond stay long get wrinkled kidding
joy,achieving goal swim meet worked toward goal yr capable achieving know
fun,unitechy shadez mine twpp shadez
love,happy mother day mothersday
happiness,effect currently loving hey monday thanks lot
fear,two hyena made cry noise window bedroom home preparing mce examination night
joy,uh oh found corey blade christmas album cc redbull
anger,wanted clear misunderstanding friend caused third person conversation turned effort succeed intended
worry,always make bad decision
joy,long time searching got first job
sadness,found person went school died car accident
worry,got bmth concert ticket
sadness,oh tired
sadness,gosh miss seeing around thought last night
worry,cried like fukn baby today da senior show miss senior friend
sadness,truth one reply thanks happy face smiley haha r best friend need party tongue sticking cheeky playful blowing raspberry ran
worry,beast noble normal
happiness,download appstore cool
surprise,suddenly came crazy exciting plan wait
love,hey chocolate chip good want snack snack
love,happy birthday justin fun god bless
sadness,zero thomas
joy,thank god lot thankful tomorrow
worry,crap going miss grand going try sneak back room
worry,got talent nvr hear sing dance call mini breezy
relief,mmwine lucky face south hear see reflected phillips point
joy,straight tell really want love forever
joy,last concept research paper excited finish
worry,swear hot want leave house hot
sadness,woman wait anxiously boat return one crew lost causing inconsolable grief young wife
sadness,memory
anger,way worked hard could leave today flight seat another airline
fear,sometimes prefer talk liar fraud sometimes people make feel afraid say everything amp truth
sadness,use locker airport trailed despondent sigh
sadness,going bed thought get mind sadly avoiding time around going work issue life
surprise,decided end english presentation clip quot total recall quot laughing loud
hate,bit disappointed killer jonathan ross sexy hell though
surprise,pitching voice tone mild puzzlement called
worry,good morning twitterland happy monday
fear,brightoned also putting getting eye test know ill need glass
sadness,deeply depressed felt guilty depression
worry,think may frozen butter accident
empty,letting change profile picture
fun,sure would like cream right
love,yes getting sky back wednesday waiting week
sadness,whenever someone close mad person really want talk
love,happy mother day mom
joy,felt happy accepted university study expected ill exam
worry,luke thanks p chris husband pretty cool reckon sorry feeling sick hope feel better soon
fun,lol dork hmm book pretty good maybe check suck much better
hate,anyone wear victoria secret must submit picture rest u secret must stay secret
sadness,protagonist unity may despondent loss edc european political community routed
anger,omar calm take everything context meant losing battle word laughing loud
joy,identity taken one foolishly put hope one child god
worry,amandalaur know right weak seems like sk think lamesauce call
fear,alarmed hungarian initially kept threat since raised issue private within warsaw pact certain western government
sadness,time fly never got right oh
joy,running former student knowing remember making difference life happythanksgiving nyc
love,good night happy mother day
worry,anxious dance recital skeptical annoyed undecided uneasy hesitant central coach
worry,really want one free weekend month booking client mama need make money
love,retweet please awesome anime item http
joy,fact going skip school saturday made happy
surprise,nail polish froze basement
fear,continuing disquiet way industry run member express disquiet questioning fitness person appointed government run
fun,recovering sick anyone want bring soup
joy,love wen blood finger
joy,got like tooth growing bit mouth really wanted
sadness,actually hot today sun got hat every one got tan except
enthusiasm,early monday cramming yay week left
worry,awww
joy,ink biz deal like baby bird thrill embarrassed blushing
happiness,new cd lovely
sadness,bah coworker ran work late bag smacked knee really hurt
sadness,feel like light going hope dying
happiness,victory bulldog celebrated white chocolate cheesecake nom nom nom whatta
anger,charmed relative
sadness,want trip bad back year born raised miss wave
worry,forgot access card lazy fetch
worry,half asleep wrote previous message greatest friend haha
happiness,wearing new victoria secret slipper
sadness,sitting watching britain got f talent watched small girl cry sad
worry,first day back work email still get
joy,final week lot time friend
sadness,lakers baby lakers miss game work keep posted please
joy,finally finished word essay
relief,thanks tweeting useful set ref middle adding chapter editing
sadness,practicing smile gunna big
sadness,segment major b minor accord episode drama unfolds two isolated minor movement underscore dido anguish betrayed
worry,guess staying home tonight
love,thank nice quot going alright quot mail yes course leave comment blog cheer napping
sadness,leaving home move closer university oldest child experience traumatic parent
relief,morning finally got stream medium pc via wireless router much easier using usb dongle ah simplicity
anger,together year usually people together year take vacation together
empty,typical google doc oh well open page
fear,benforggiven thing friend something want face find excuse
joy,got say absolutely love hacking lung every night
sadness,free ice cream though
sadness,daughter missing know
fear,best thing winter rarely ever see bug happy face smiley
surprise,want figure mom left allowed open till sigh
love,happy mother day mum remember treat mum well brought life happy face smiley
love,sorry ate breakfast yet go eat lololol pc dying back later love ya
worry,want go outside anything maybe write later
love,happy mothersday
sadness,congrats graduate beautiful thing amp big deal jus wish cudve attended lil man ryan kdg graduation feel sad
hate,tweetie enter registration detail every time update
sadness,shuck sorry sometimes get wrapped fb forget check
anger,young king drew back doubtless father immense exasperation refused accept richard homage
sadness,kind sad alone time miss brother friend suck mean one even called week
joy,recommend changing parking lot got dressed creep watching smiling
sadness,dog shot killed roe liked much could resign hated hunter shot
happiness,got back doctor need surgery yayyy knee still fucked going get better
sadness,neil picked show heartless hit run
anger,well going write letter complaint
happiness,got done turning project computer animation class final due class week
worry,shit neighbor dog died hit damn car feeling really sad
worry,oh dear sunburned back
joy,working black friday
anger,may however enough offended partner
happiness,maybe hot date nice little
worry,pain big toe got stamped hokey hurt much anyone suggestion help
worry,supposed go game tonight sure able make
surprise,hale yeahhh coolest part wink smirk hahaha match
joy,unbelievable feeling could cry laugh scream top voice still would able make understand tear happiness
sadness,hate feeling get listen song completely reminds thing used amp get emotional
anger,changed office another room without agreement
anger,really liking right hate fucking fuck
fun,uploading bamboozle picture facebook
worry,follower sad losing hope
love,love babe much really mean lot
sadness,sooo sad rt soooooo one famu drum major died performance yesterday
anger,moment done clean house look around clean enough
happiness,right turn october think pretty much make u awesome
fear,u cool month new threat month thanks telling
love,ooh changed twitter name approve whole
happiness,chilling
worry,yeah still totally high soooo forward sept
sadness,miss pita good thing got euphoria barrie would never survive summer without pita smoothy
joy,pleased low voice steady
fear,tell u sacrificed others tell u time worry future xa xa luke
fun,wow thought would gaming hour hour later seeing last person lt lt long session fun
sadness,well mum lost job yesterday
joy,feeling better morning sitting stupid english class going meeting new job
worry,aw left home travis coldplay though xx
sadness,day getting early last class ever going
worry,hi heather know saw message april twitter friendly
fear,thrilling trip
love,ddlovato wait hear new album sure replay love much
love,mrskutcher classy demi love stop thing
anger,brother different often grinned home provoked others pleasure made angry
worry,eaten day need food
love,lol know need plant give hug instead hug
sadness,christmas spirit art thou feel dubai
anger,coped time five year feel guilty resentful whole affair
sadness,experienced tear real grief first time granny died
worry,http miss
fear,going area dog chased afraid might bite
worry,following ah ha love laff
fear,voted quot yes quot maintaining current gun law gun sold without trigger lock
sadness,enough already alpha next google next http
surprise,fact chocolate help longevity college grad drink anyone else used drug
sadness,feel shit nerve tripped plastic telescope fell wall head still hurt
fear,every single thing terrify
worry,gots suit ordered secret exchange bottom wait another week
joy,first day back vacation stuck account till damn near midnight
worry,wait till vacation end shud cycling lot
