Emotion,Text
positive,birth child
negative,cocky still big fan though
positive,temperamental difference operate new trio junior hero whose elder three lieutenant regard prank mild amusement
positive,retreat frown sad andry pouting downtown dance ughhh long day
positive,going rate sleep alll tonight
negative,phone battery run charge
negative,one day christmas went shopping brother friend good time way home almost accident weather bad
negative,right peter hey ya doin law order child sex abuse shit takin ovum da medium
negative,giving try owl lamp
positive,christmas music make december full
positive,locked inside house house key car family gone locked
negative,walked away humbled dejected
negative,going long long day work also looking forward photo last night
negative,first could understand whispering explained properly filled desolate despairing horror
positive,head turned restlessly pillow strove distance increasingly excited voice commentator whine engine
positive,since daughter yet bad day blessing
negative,frightened lucy
positive,wait love friend come home college
negative,bae gone tough day god family bury year old baby girl cry god take good care
positive,lose texting buddy everyday going bed another day school work tomorrow
negative,sorry still going got reservation u ok trust
negative,could concerned choice jam
negative,let see sorry table want booked
positive,even astounded
negative,dreaming chased horror door closed felt dream scare
positive,working something really grateful done stretch doggone
positive,miss coffee
positive,fell asleep mark forehead
negative,anyone world texted right would lighten mood
positive,awkward moment realize twitter still work omg uhm like kind creepy
positive,eww rt danecook shit pant pure gravy
positive,wearing cow print baby grow school tomorrow
positive,joy joy meeting husband came home away week work railway station meet
positive,wonder wot time goin pick work
negative,perversely cross survived spent weekend fretting
positive,sometimes life get real even eye filled peace feel love rescue hope
positive,haha made appearance practice today
positive,day tweeps nightmare much still back developer
negative,tired opinion think
positive,swear parent got fight would answer quot cheese pizza quot question
positive,first came campus
negative,thank much letting keep long
negative,got xbox live trial place use sledge cancelled
negative,close friend hostel lost father really situation made feel sad
positive,joy came heard going start medical course london school health science
negative,elizabeth face pale tense sorrowful reflecting newly sombre mood court
positive,sometimes joy source smile sometimes smile source quote thich nhat hanh
negative,woman share selling worth amp value lead missed opportunity limit sale amp form cycle
negative,drinking spoke kicking cat never done anything kind knew would one day without thinking
positive,ahhh earl grey vanilla back tesco need go across town hope
negative,car funny dude fucking dude hood
negative,meeting bush zal reportedly sought express disquiet bill passing u congress aimed marking anniversary armenian genocide
positive,christmas light check happy face smiley time decorate inside
negative,night bitch happy face smiley leave hanging oh well
positive,baffled bad service evening rep say return item get email saying
positive,happy hear publishing talking writer involves lot work patience responsibility work boring
negative,walmart saw midget freaked completely kill lol
positive,hahaha guy rushed dorm room scrambled put clothes
negative,walking around alone night
positive,day straight headache
negative,swift connection cosmetic prostitution carefully assembled exterior often conceals physical horror moral contamination
negative,treat dick like community
negative,symptom think may caused food intolerance feel affronted doctor initial question seem rather personal irrelevant ache pain suffered
positive,matter got would trade noble happy b day
negative,rollin offense drive bad call
negative,tired work forgot lunch surprise hungry
positive,alexandra extremely excited janet opinion
negative,within hair breadth knocking drunkard suddenly ran street fear came later realized could happened
positive,bio homework amp essay
positive,sucked wait practice tomorrow
negative,honestly say never consumed intense annoyance never felt burning wrenching tension anger life petty frustration
positive,inside campus passing tune fm joy nite star
positive,oh shit soooo screwed quiz
positive,look like agm presentation year dire title tacky image
negative,rock became aware thrilling magical father taken young son backstage road drinking gradually becoming resentful tyrant
negative,arresting
positive,thebodyshopuk little bit early summer get strawberry shower gel snowing outside
negative,sound solid tongue sticking cheeky playful blowing raspberry good movie laughing big grin laugh glass broke heart
negative,noo trying watch harry potter part shut whyyyyy
positive,missing ugly sweater party right att
negative,see another nigga wit name crispy look
positive,spending day point recovery
negative,peter pack read
negative,end holiday job got le money due nobody mentioned anything
negative,lil disappointed waitin rip clothes sing tgif something
positive,well thank case year old
positive,idea preposterous overjoyed see believed
negative,scary
negative,need liquor home apt never dry
negative,tired cry time
negative,life either pick confidence murphy
positive,awe money world could give feeling
positive,class design building seriously think building farther away
negative,know feeling get make decision effect rest life oh yeah called
positive,need get better real got bus catch nyc friday see biddy amp
positive,sunday final bet library packed butttt going anyway
positive,rainy monday november amp beautiful
negative,ignore feeling premature millionaire welcome realist year
negative,wealth profit thrown pit
negative,many latecomer especially afternoon wore furious find door locked heard noon closure thinking day
negative,looked downcast even angalo patted shoulder
negative,awkward moment woke happily ended annoyed sad fight
negative,week exam came got afraid would tackle question
positive,hal plaza lotus pm till end come join
negative,nephew iz lil nasty wat kid lick bottom shoe
negative,one night father suddenly suffered heart attack lead breathing difficulty
negative,stopped saw look annoyance face
negative,decided man liked make trip together one day breakfast told idea afraid accepting idea would end failure
positive,always mistake garbage switch light switch
positive,professor announces take home exam standing ovation follows
negative,family left never coming back woof
negative,good friend deceived little quarrel relationship finished mainly honest angry
negative,felt increasingly irritated despondent
positive,going school till tomorrow
negative,come back w shit ever nah love shame let advance love
negative,experienced tear real grief first time granny died
negative,used stutter lot day frightened boy
negative,pound passport bag really worry
negative,management issue still taking dem sucky as class time already smgdh
positive,perhaps elated behaviour evolved connection rise hierarchy depressive behaviour fall
negative,live creative must lose wrong
positive,commence week stressing headache nearly throwing eating sleeping
negative,paramilitary sent university started using tear gas started intimidating student without provocation
positive,time write poem black death
negative,quot rt point twitter model showing as free follows lol quot
negative,sorry already gone paycheck week
positive,pretty good thanks going see uncle
negative,fine guess time alone away unhappy
positive,another early morning tomorrow long drive home
negative,grandmother died stronger relation mother
positive,hanging friend thought died hmm
negative,nothing annoying someone replying text message
positive,biggest headache write paper killmenow
positive,laughing loud actually right calender launch today decided make appearance
negative,ever bother write landlady asked gravely vexed insulted
negative,nervous men preferred woman court
positive,greysonchance wait till friday mhmm wonder wink smirk
positive,happy put tree make stocking alexashleys love sweetly happy face smiley
positive,good faith thank jesus belief peace loveyou
negative,released next morning
positive,seriously happiest girl entire world right
positive,saw bewildered look face led towards two comfortable chair stood either side low occasional table
negative,aside fact jill quite capable carrying book glumness could easily due young lesbian forced suppress wishing jack would take stupid line elsewhere
positive,ewwww know mean start amp amp finish already started last week amp amp finish like week
positive,friend mine told passed entrance exam university
positive,nevertheless rejoice spirit subject rejoice name written
positive,weekend seminar saw husband hurried home hoping would embraced enjoyed feeling body
negative,year protected seed time become beautiful paul
positive,breaking dawn better thought
negative,relative often carry enormous personal burden example grief losing child expected bright future tragic decline senility loved companion
positive,wait see lad face christmas morning
positive,obviously thought terribly badly time pleased well rigged put mac
positive,goin home fot first time school since school started
negative,bad feeling embarrassment amazing sensation one need fear life embrace
negative,asked teacher write recommendation letter provided enough information run short time
positive,made fruit brownie pizza stuff happy face smiley put oven turkey
positive,sight mind nonetheless still consider single
positive,extreme mood feeling good like james brown brown right laughing loud
negative,tried rob
negative,walked hear quot nobody quot keith sweat blasting upstairs
negative,never got chance father child n yet ask
negative,love scene riding roller coaster playing
positive,sending huge slice today le fattening give everything need today happy face smiley wickedwednesday
positive,thanks invitation
positive,aw man sure wait get home hear ill working
positive,travelling south near end year well settled friend evening somebody also u took purse pint colour u friend beach painted went beach champagne
negative,one alarmed glance apoplectic face mr loveitt said smoothly think get back fact
positive,thebodyshopuk seeing dad laugh hard turn red amp stream tear joke le give immense
negative,dip head shame care friend know name
negative,good morning honey missing load good day
positive,sooo dang smart blew last night could even mad dad anymore
positive,make bus journey much longer sat next fat african woman fish
negative,started study move afraid left alone could manage
positive,mean soccer practice nawt
negative,took thing hurt
negative,love even talk even though one wrong
positive,first people surprise party
positive,hmm knew date tonight laughing loud minute left happy face smiley
positive,ever overjoyed like sitting thinking going make appreciate grind
negative,another occasion struck another man work furious returning blow
positive,celebration sexuality found work sidur neizvestny others stemmed partly mischievous delight taunting society taboo
positive,considered thoughtfully gleam amusement came eye
negative,freak cockroach flew choir practice cockroach anything else cockroach
positive,joy joy crisis team coming
positive,another waste hour fifteen minutes life
negative,fmpundit play wale division
positive,jesus first others second last everyone live world would joyous
negative,missed last tram home walk pouring rain
negative,however obvious deep sadness within
positive,offer outdoor provides variety walking surface walking various exterior environment az
positive,rule thumb boozin group buddy never last pay bill
positive,german biology english exam
negative,feeling could end group
positive,asked delighted somehow managed amuse mature woman nineteen
negative,embarrassed lying bed shop try make sure test actual size want buy
negative,get craving text amp realize banter longer alive
negative,shit professor used first world series example topic paper writing use
positive,standing freezing cold
positive,joy find wallet another pint
positive,happy face smiley paid car payment amp tell christmas
positive,wait eat lasagna breakfast house meat
positive,due today also rent instantfollowback
negative,mine jr high next year freakin rt ryanclassic metricjulie youngest brother
positive,found radiator sit beside train station
negative,life know miserable
negative,gone home came back found clothes bedding stolen
positive,got extreme literally make impossible open mouth mute
negative,ironic idiot claim represent populace opposed populace
positive,mexico best birthday ever thanks amazing girl sunburn
negative,worst part time happened
negative,one evening saw old knew change something second really frightened
positive,thankful great corp member amazing staff wonderful community serve happythanksgiving
positive,news running hour sleep might night finishing project
negative,heard acquaintance mine spreading rumour affair close friend
positive,great idea call already talked couple time might good hear somebody else
negative,woman wanted call mother called awkward exasperated frightened dream scream
positive,casually looking month elle mag tit face nut something like skeptical annoyed undecided uneasy hesitant
positive,last month u finale tongue sticking cheeky playful blowing raspberry
positive,winning close volleyball game team cal
positive,fine actually mexico china business trip visiting local company bathroom product
negative,strategy factor option
positive,guess seeing another show going tell one wink smirk
negative,got love moment parent say full name start thinking bad thing done recently
positive,watching fresh prince bel air wink smirk
positive,shock horror learn mistake
positive,thing feel mri today
negative,trying get stuff done class homegirl keep talking phone literally scream
negative,father burning house younger brother
positive,got grocery school back right class
negative,charles horrified conscious brother disqualified man god leading invasion celibate legitimate heir
negative,really nervous invest personal alarm carry hand time
negative,listening parent playground formal event parent evening alert staff early stage parental disquiet
negative,reading twitter post starting sadly realize ho honest ho activity
positive,via store madison wi call ahead going recipe create
positive,year old aunt took mall never told parent
positive,break ever tension see bubble around pop bubble amp tension release ljb
negative,saw horrified expression however stopped doctor became quite fatherly instead
negative,offended took personally
negative,saw good male friend unexpectedly year returned overseas feeling tired looking mess nervous
positive,honored know
positive,either got sick med work migraine day long find debit card
positive,got lot done apartment today stolen away hot tub party
positive,wait see tomorrow morning
negative,person going let situation depending show respect care
negative,friend let study want feel need study understand important studying get angry
negative,first saw person begging
negative,go home foot pas forest going alone
negative,swift connection cosmetic prostitution carefully assembled exterior often conceals physical horror moral contamination
negative,lost beanie school bombed spanish quiz
positive,actually surprised treatment actually helping
negative,drunk life partner tried hit felt scared fled bathroom
negative,embarrassment give impression book knew nothing mystery grace work mean human weakness
negative,guarantee would happen would burning shit mouth trying drink fast possible
negative,know
negative,alexandra grew even crosser became obvious matthew invited right
negative,revrunwisdom afraid tomorrow seen yesterday love today le
negative,heard news grandfather died
negative,try since happened first time could tolerate touching keyboard
negative,dude want drive pot even fanzinator josh one needing laid though help guy
negative,antoine carr man day rt nepeantx shaq retired active nba player dunked antoine carr
positive,hour cold waiting room perfect way spend friday
positive,day extreme home makeover edition hope new humble
positive,invite ha student night please come make
positive,greets arrive home medium coursework
negative,curious sensation since fact eye downcast apparently studying vinyl square floor
negative,glad break debate think theme evening panic war attack feeling really secure
negative,death guardian stayed grade six
positive,going sleep pm tomorrow exam happy face smiley
positive,room book feeling blue good thing playing hour
negative,school acted group next day promised take revenge
negative,father died unexpectedly age year certainly would liked live longer also said confronted fact would die one day
negative,year protected seed time become beautiful paul
positive,love gettin abuse tenant morning
negative,many family face heartbreak burglary christmas
positive,shown plate various excited colleague resumed holiday
positive,look like tomorrow going great day
positive,thank
negative,kitten brought home last night already lost understand
positive,quot wait hear brown break first time season quot
negative,nothing life feared understood man
positive,wonderful excited
negative,war fought racist regime nazi germany existence widespread discrimination black usa considerable embarrassment
positive,check chirp dance state randolph
positive,wait till able drive
negative,maybe good idea recall amp send back ambassador till thing calm pakistan
negative,sitting electric swing suddenly machine went order still position
positive,sooo tired go family get together thing
negative,laughing loud ok alot people get know first fear r valid happy face smiley
positive,mom flying vancouver tomorrow
positive,bring le fortunate christmas donating unwrapped organization interested plz contact soon possible
negative,thief broke house night
positive,awkward moment going red robin family vegetarian
negative,first time anatomy
positive,guess dad taking first swing bitching tonight
negative,matter hard try kid retweet
positive,passed exam point
positive,people remember u show interest
negative,factor back tomorrow
positive,realized exam tomorrow star galaxy class
positive,joy living immanuel god life filled joy today advent
positive,googled full name turn share name gay porn star
positive,thebodyshopuk spending quality time partner baby brings wait first christmas day year
negative,miserable cold although prepared admit miserable prepared admit misery connection cold
negative,child year old walking across set upon another boy claimed intimidated boy cry punched etc
negative,hanging peep smoking sitting
positive,stupid law exam till crushed
positive,ugh stuck grandma house annoying dad next hour
positive,fill hour happiness ralph emerson
negative,terrible toothache
negative,someone took writing material yet write examination minute
negative,hard hell tapped true knowledge self amp driven god within
positive,follow follow back
negative,finding excuse obviously alley trying avoid taking care child good
negative,right
positive,really sleepy game cherokee
positive,bout smash lay full week amp midst learned keep
negative,could went flat screen hungry get eat
negative,parent change make love love
negative,bit frightened found something wrong liver however turned serious need worry
negative,one time favorite movie love mark wahlberg
negative,felt sad father sick
positive,understand announce stuff anymore quot conversation quot thread new twitter
positive,oh heart crazy jealous gorgeous sight ever seen
positive,ugh back english hw
negative,go exam room see writing material plus identification card place left
positive,sometimes find bull eye sorrow make u laugh like music also know shortcut
negative,something journalist manner goaded blanche exasperation anger
negative,religion level also social level problem sad want n e thing bcs islam
positive,best day possibly ever let anything steal
negative,subjected nasty joke group friend
negative,arrested
negative,cleaning room pissed getting old fast
negative,celebrating christmas tomorrow probably last time see year
negative,two summer ago best friend drove unknown mountain midnight pick broken car told one another scary story succeeded scaring eachother pretty well even though somewhere head knew fear unjustified
positive,voice rushing wind still small hidden oh came like winter snow
positive,wishing happy birthday year filled even success amp great day today
negative,thank much tonight truly blessing god give come
positive,saw family good friend back staying one year foreign country
negative,yes lol coming together nicely wait
negative,absolute nonsense wail exasperated spokesman
negative,segment major b minor accord episode drama unfolds two isolated minor movement underscore dido anguish betrayed
positive,last chinese class ever today
negative,last time felt coming home late night
negative,thanksgiving time feel faster sd time
positive,headache runny nose sore throat
negative,know uncle crazy conservative wear helmet car
negative,normally free tym wud tlkn shit amp around wif dah one love buh full
negative,held water large wave thought drowning
positive,ahhh glee finally good happiness
positive,break give permission relax amp joyful say loud ljb
negative,screw ontario college site yes know another person name account person let sign apply
positive,finishing work already heading back
negative,hostel furious u bringing police wanted u literally
negative,quarrelled brother twin home saturday one study private school one repeating form five know follow every word teacher book system always try bad act game satisfied awkward life tried persuade often failed time fight voluntary spirit polish floor
positive,legal adult good news good news
negative,rubbish bin piece win beyond art
positive,finished real good
positive,get along strong people let others talk
positive,glad straightened everything
positive,sick like dog doctor tomorrow
positive,seemed startled
negative,hate higher math
positive,going cut christmas tree alex today
positive,moment rain make chest wetter ball
positive,want try something exciting
positive,love watching joe play together
positive,heading back madison today looking fwd
positive,ahhh spencer made happy stop house way practice back home love much
positive,waking morning early morning whole day
negative,as make stand granny panty skeptical annoyed undecided uneasy hesitant
negative,told computer teacher want teach prejudice
positive,many errand yearbook work night shopping
negative,bearer looked embarrassed tried get go
positive,found passed last two exam margin three mark
negative,greatest remedy xa xa forrealz believeit
negative,spent class wanting wrap course chicken salad
positive,went fish store get alex new fish surprise already
positive,love perfect day monday
positive,oh well case ill wait say person great
negative,listening paradise coldplay amazing memory tune last weekend anthem
negative,leonora shook head revulsion
positive,warning feeling silly today great mood despite gloomy rain beautiful
positive,quot good health good wealth good quot lisa nichols secret quot quot choose live
negative,lot follow issue nothing week still access angry
positive,far tired go sit waiting room afternoon
negative,shame go great hope several month ago
negative,afraid tomorrow seen yesterday love today le
negative,since many parent miserable separated offspring would struggle pay money misery finally decided home
negative,realized could communicate properly closest friend
negative,decide sake mean freedom choose know
positive,love force u come something nice within hour lol lt
negative,father gave money school fee pay school fee instead spent beer tell
positive,girl charming
positive,principle award
negative,love ruin ah happy remember leave mine alone goodmorning twitter
negative,way given many chance already
negative,worst part day find ice cream bowl empty
positive,people let others silly innocent fun shud read bible esp call christian laughter
negative,think annoying overcharge customer handsome margin
positive,friday night bus mean stop
negative,mother kept
negative,ever touch angry person without permission
negative,rt lollydaskal quot allow fear ruin joy quot
positive,shopping christmas tree put ugly sweater
negative,little pig peak closed
negative,likely simply lying bed state dejection perhaps remorse massacre possession generally thought necessary
positive,yes like cooking much got hobby year sold
negative,listened soberly growing dismay young bank officer jeddah say scanned computer printout across desk practised eye
negative,made laugh cabo amp doubt getting one
positive,oh goodness ill check channel back
negative,ah ahn bbm bluepearlie even angry oh rt namteerah quot bluepearlie pretend r cool wen
negative,would actually love apple made fucking ipod work
negative,falling car new jean getting mud right going party cool frown sad andry pouting
negative,wat du fink success suck much stress guess blew quick success jay z
negative,fear death death easy something could kill end extreme pain
negative,widow refused leave dead husband side even crawled bed vain attempt infect disease
negative,example approved continue study moscow university matter highest mark general best record candidate
negative,revrunwisdom afraid tomorrow seen yesterday love today le
negative,gave little grunt exasperation
negative,straight hoe girl bouncing guy guy auditorium
negative,lot time run god call u fear unknown amp discomfort
positive,two hour long vision meeting morning full day work adam lovely work christmas party tonight
negative,designed convince readership horror
negative,listening story night
positive,like time watch found shag french bird legend
negative,partner attacked lost three teeth
negative,depressed tried commit suicide several time
positive,bout visit tomorrow reason
positive,bored already even got bed yet
negative,big thanks joeyryanonline picture made night
negative,close friend family died
negative,concerned whether adequately looking especially concerned future writer
positive,next week shall chorus chainsaw neighborhood begin massive hauling away downed tree
negative,people think changed appeal grown drake gt gt gt gt
positive,long joy huh rt learnt read thai
positive,oh man best supper last night wife made amazing
positive,saw year old sister home waited night knowing
negative,fact said helen feeling particularly glum
negative,week angry trying mind due nonsense speech could tolerate
negative,give love work well
positive,pick around
negative,revrunwisdom afraid tomorrow seen yesterday love today le
negative,oh no posted twice instagram bad person frown sad andry pouting classic need display
negative,call stir fry meat vegetable worst insult could throw chinese stir fry disgrace wok fried equivalent without wrap
negative,told sorrow quit job passionately enjoyed
positive,yes exciting month crossword puzzle
positive,guess better start another long weekend work
positive,going village rather oppressed madrid
positive,greatest feeling shouting pastor preaching truth
positive,thanks helping move new house
negative,fear hurt relationship usually cause stay single fear getting attached person
negative,sad day food network working
positive,gratification almost unbounded arriving belt murray found numerous new specie new form bird
positive,daddy know amp son airport tomorrow touch hehe
positive,got love sound rain
positive,katherine yet told pleased shall going school u valois frequently
negative,seem lost coffee mug west de moines
negative,oh hi matt went snowboarding yesterday whole body ache
negative,shackel became indignant said would fetch magistrate complain chief constable attitude
negative,aww darn tink left
positive,brought plane ticket use since id ill drive ny
negative,yay press tournament congrats let u talk went
positive,hubby said tell kid home today watch play tennis hmm
positive,two day calc test begin tomorrow
negative,right continually try word thinking happy face smiley
negative,moment wake person want beside cold
positive,requested say dancing shoe
negative,got sick ewww kind looking forward basketball damn flu frown sad andry pouting
negative,man walk god walk anywhere nothing
positive,working til close hopefully go fast bad anxiety
positive,beatles big bottle sex age next hour
negative,might private wing put away guilty embarrassed family
negative,holiday met friend tried commit suicide left hospital lip looked miserable
positive,passionate brings great soul
positive,weekend nearly spend drinking playing watching football n generally man regret
positive,excited idea party
negative,last academic year received bad news passed away felt lonely bad apart tie good old friend mine home
positive,first night spent home watching movie
negative,listen obey seth
positive,back amp first person make eye contact coach
negative,week higher level result announced tried failed many time last time taking exam knew failed enter society imagined thing period dreamt entered university nice experience thought future unexplainable fear rose feared worker bright prospect also feared criticism relative brother gone university thought issue could eat concentrate heart beat increased
positive,hospital going nosy around next suit happy face smiley woop
positive,apparently attract girl foot tall
positive,know tony going bust room minute beg twist hair
positive,given dummy preliminary sketch dummy designed beautifully amelia edward really happy work
positive,instead shopping like population tomorrow nothing applying job oh working
negative,anne sad death miss dolan much happening dwell
positive,lil wrote quot dear santa quot letter want cutest baby alive doll wish cld c face whn open
negative,get lightheaded whenever show surgical procedure tv knee start hurt eye squint stomach turn pussy
negative,saw tv stand smelled like combination shame b tch think wearing
positive,stunned mr said left court never wanted anybody go prison
negative,made error planning programme publicly accepted mistake despite repeated request bring matter discussion professor kept constantly passing remark reacted angrily
negative,dreamt encountered satan wanted grab take kingdom repulsive never seen anything like
positive,yes room complete moving old one painting see happy face smiley
negative,woman walk shop cold leaf door wide open
positive,finding goat caused particular excitement since one large mammal discovered century
negative,samobyrne haha ye found krystle first read thought drunkenly looking something else
positive,working day tomorrow
negative,seems slightly embarrassed discussing incident going shopping spree someone else card buying shoe clothes dinner friend
negative,nothing worse hearing everyone leaving football game trying write paper
negative,lock laughter key heart heart
negative,corporate religious government agency want feel free want get comfortable enjoy
positive,spoke dad best memory family reunion yesterday agree yr old niece singing song prayer end
positive,time everyone tweet power back
negative,perhaps something voice caused joan dismay burst tear
negative,revrunwisdom afraid tomorrow seen yesterday love today le
positive,lily learn bite
negative,drawn slow mournful music carried everywhere
positive,christmas tonight scott definitely fave christmas song today
negative,lol place got rid ball pit
negative,moment girlfriend busy text playing video game tongue sticking cheeky playful blowing raspberry
positive,attack happy face smiley
negative,could tell angry ready cry frankie pulled roughly back step turned leave
positive,yay love happy face smiley rt since whistled loudly come pick khazana voucher
positive,finished struggling hard continue study taken exam sure would selected written exam saw name selected candidate list overjoyed
negative,concerned room must left durance would wished
negative,disgusting guy found dead bird salad bought
negative,well wondering took drink something know came back really tough interview quite nervous interview really want job right still little edge sure could convince interview
positive,ear infection wear week
positive,thing people haha hope like happy face smiley
negative,stop drone country
negative,understand weight people wear tight clothes let belly hang jean
negative,lool dem people know whole life story even kno thier name
negative,loll illegal make u wait week
negative,child israel remained desert year would trust god future
positive,thanks amazing quickly time flew approved family le year ago
positive,um ew one informed different tight loose jersey stuck loose one
negative,grrr rain possible snow scheduled outside shooting day
negative,go ready marriage thinking thirty five year old got entire life ahead adventure waiting settle yet
negative,part david chase gary wood amp snap crazy
negative,upon recovering admitted extremely depressed since death wife cancer year earlier think anything live
positive,feel bored getting along colleague enjoy working people great industry
negative,despair father voice sent sudden chill brother
positive,okay awesome got brother hooked snow white happy face smiley
positive,really brilliant physic teacher week period test actual mock
positive,say papa announced dr neil astonished learn went bankrupt
negative,loved person went away necessary left reach goal
positive,time ronni admitted feeling little like traitor confession sense pure delight felt guido gesture
negative,twitter freaking right work much say frown sad andry pouting
positive,great rainy day running around property today
negative,much coffee given caffiene headache worse half asleep trying write fucking essay
positive,wow totally job interview
negative,playing football match one player made mean kicked everything thing nothing football
negative,travelling back home boat two friend mine lovely holiday trip night sea dark wind blowing feared death boat somehow felt sure feared left alone
negative,know feel depressed
positive,internet even shit usual today
positive,team adopted family contribute amp bring amp smile others email info
positive,discussed yesterday
positive,happy face smiley dinner although think person everything coming skeptical annoyed undecided uneasy hesitant skeptical annoyed undecided uneasy hesitant l l l l
negative,use till worth nothing respect anything power lose
positive,great day mother tried neck amp arthritis pain amp felt benefit first session
negative,arg wait till february walking dead
positive,quot keep pushing great breakthrough coming coming soon pain soon quot
negative,actually speaking better half sitting cross looking shoulder constantly
negative,going thru mentally last thing thinking christmas list quot quot need miracle
negative,finally rest three week daily working trying get xmas spirit grandchild whose mother sick
negative,cover warm body right time get
negative,sorry university computer center sell macintosh equipment
positive,finishing laundry night library
negative,come back life never hang anymore
negative,going school near village met lion way disappeared suddenly
positive,returning campus state excitement sensed victory authority secure release arrested colleague
positive,mean learning different part gla want know
negative,ouch thought debt free man besides mortgage reading stats
positive,great go job centre whilst agony neck
negative,said tentative tone voice face going slowly pink strain trying communicate despondent parent
positive,boy headed walmart make fist beer run guess sober tonight
positive,wow remote car model favorite brand really like nice
negative,work journal came nothing due colleague
positive,way dog tell happy thanksgiving throwing room
negative,load friend miserable way look medium basically saying yes right miserable
negative,think chicken pox contagious get away breathe
positive,close relative mine underwent difficult operation everything turned fine
negative,poor excuse laptop getting tit going jail killing laptop year
positive,brother passed exam able graduate course
positive,got formal dress one wearing year
negative,fight fire fight fire healed happiness anger kindness suddeninspiration
negative,fuck ya ignore feeling never actually alone always feel alone
positive,finally got onedirection new album happiness awesomeness oh god love boyband
positive,big shout brother colby turning big crazy turn turn
positive,played piano good hour done
positive,today great got see favorite kid amp got free starbucks even
negative,remember child storm made terribly afraid thought house coming next day would dead everybody awake stayed night bed without falling asleep
positive,day today carol service tonight happy liv
positive,rapid tomorrow
negative,seeing look dismay mother face tamar continued telling lie
negative,sorry much like big time rush use mess time low song new album
positive,hour trip butt already asleep going long hour ride
positive,brought light guy fog machine
positive,best way dude best way go check fb wall way
positive,watching grown ups twin happy face smiley act
negative,expressing anger getting system feeding understanding amp
negative,small sigh exasperation thrust foot floor
negative,vanessadetwiler necessarily bad thing long compromise ability amp desire recognize amp embrace truth
negative,journalist asked manager attend midday conference celtic park expectation brady would commenting dismay anonymous directorial criticism team progress
negative,team starting heat contain u long let blowout begin duck attack duck
negative,wow seriously bummed espn shut know going life
positive,wind blowing half gale sky ominously dark cue lunch time downpour insane teen
negative,senior dinner separated school friend nothing ever
negative,believe guess tonight
positive,man day go fuck self already even clock
positive,todd showed delight simple song reverence invited pray
negative,reason check email school see free food anywhere
positive,red polo hat mickey mouse necklace wait see witch one get
positive,love white girl wine tuh old shabba
negative,felt anguished tear motherhood blur vision blinked away
positive,hurray dolphin safe one day
negative,behind scene british diplomat seoul korea furious way last night meeting handled
positive,finished last research paper semester
positive,already feeling bit better felt quite amused cool domination especially going pay attention
negative,well believe uncle aunt came stay u week even call u advance
positive,okay love hun see practice
negative,afraid need stop thinking much
positive,drove allotted space astonishment saw alexandra get white
negative,ordered pair nike nikestoreeurope friday still processed monday impatient
negative,take cellphone time
negative,year protected seed time become beautiful paul
positive,however deaf education greenock faced crisis able continue teach child one parent happy child taught sign language
negative,know right appealing sport player ever appeal
positive,surprising kid trip great wolf tomorrow wait see face someone love tomorrow
negative,rt ctfu still get back supposed get back tomorrow
positive,beautiful december day hope find movement weekend
positive,rt follow unitednude win one special collector item giving away twitter friend rt win
negative,good relationship two friend without reason clearly showed thought naive dull unable take care could manage thing
negative,hairdresser got two stain new trouser stain put trouser
negative,decree declare authority life jesus name amen
positive,wrote page paper one sitting good goodnight
positive,love home fireplace
negative,close big lot yet go
positive,hahaha love love pumped passion happy face smiley happy face smiley happy face smiley
positive,set fleeting glimpse pure delight face
negative,woah annoyed much people never change
positive,happy joy grateful grateful thankful thankful day happy face smiley
positive,community responsibility workshop
positive,happy spending saturday mall favourite aunt shopping eating lobster oyster happy face smiley
positive,word bubbled jay mind absurdly happy smile
negative,tradergeek da horsies investing apocalypse r fear make
negative,rt word fed truck going hand full folding blanket
positive,yes major assignment finally finished long week lt happy face smiley
negative,oh charger make sad know feel jay cutler yet head remains body
positive,unpack stocking last year still something
positive,setting party pretty fun wait tonight
positive,working till relax time work day tomorrow
negative,family heard mother cousin life england wrote u tell cancer gland
positive,bout head back
positive,wait game friday staying christmas parade saturday happy face smiley haha
negative,would love afraid
negative,believe lie look eye please scared
positive,thanks advice talk fiance tonight
negative,people twitter gf best friend little man ouch
negative,afraid tomorrow seen yesterday love today le
positive,theater presentation went smoothly way one tiny mistake teacher taped going watch
positive,oh know smart as mouth mine
positive,eating popcorn playing skyrim laughing big grin laugh glass
negative,lissa hated cold incisiveness tone angry caring much
negative,language oral test although studied intensely room blew nervous could reply easily important got
positive,dad coming home iraq five month early
negative,week work deffo put sunday frown sad andry pouting
negative,hung exasperation
negative,would crushing online poker today
negative,wish said busy week could trivia stuck isabelle shower
negative,know even try studying chemistry always result test rape
negative,nigga bitch everytime see walking head cmon son want
negative,hear people say marriage hard think lazy
negative,stupid bitch looking walk go take face shit dumb whore
negative,tweet often think quot retweet worthy hope get retweeted quot hardly ever happens
positive,girl told loved male creature earth would one heart life
negative,imagine horror
positive,girl starting shit birthday
positive,ha even really say nun jus like shud ring yo neck ha like ha dat argument
positive,sarah tried stop feeling happy revelation
positive,first time properly driving car police pull
negative,disco evening pleasant despite knowing angry companion let feel bad humour hide feeling
negative,get impression arouse anger see one angry respect nixon
negative,false evidence appearing real
positive,rt follow unitednude win one special collector item giving away twitter friend rt win
negative,gizdougie rememember feeling kid opened present receive clothes tear sadness betrayal
positive,guest morning show morning est tune
positive,going country next year ready
